u_1,u_2,x,output
0.8231188554316758,2.130006379634142,11.635107993553556,5.489549432056687
1.0202580356970428,1.8754843562841417,6.268975013112191,3.977658568282763
1.2324178965762256,2.377523442357779,10.76483564636455,5.379580925111113
0.9227415230125189,1.629529319703579,9.266280807828615,4.90857880826565
0.9383904099464416,2.2616562165319922,7.92885010497332,4.3760835211682725
1.209966898523271,1.7063393712043764,12.795140530750961,6.136078009435343
1.1174387274309991,2.0091586880385877,8.672455556209092,4.743789797231732
0.7333261899650096,1.9603998795151711,9.982308893370488,4.969146053572408
0.756289256364107,2.3129217587411404,9.160071454606305,4.657229423465769
1.0847332967445253,1.6675688847899437,10.133334550952618,5.250299560970307
1.1867097279056906,2.1670675225555898,8.531618414332405,4.702001456621556
0.9708017364144325,1.8149853318929674,13.364239950178337,6.1643358867356035
0.8715790521353483,2.0937799029052258,10.987251108705614,5.321813551953765
1.2744239227846266,1.9492157831788064,9.706991429164354,5.155732062183319
1.071712321974337,2.2479349173605443,11.964461409589854,5.696660975379021
0.7814046446233988,1.7966235518455507,7.653536866036333,4.309103299840321
0.8000369224697351,2.200907051563263,10.388145040666556,5.07938586676025
1.0528611222282052,1.756152180582285,8.901530797290103,4.834094009009694
1.29299924839288,2.0535023346543313,15.539825809762489,6.969376806276824
0.8526389997452497,1.901994114369154,8.231624797828596,4.500330259711836
0.9897458299994468,2.182552418112755,9.641738587162608,4.947338130131899
1.1681327214464545,1.836999673396349,11.051576401440407,5.544423154512314
1.1035838885232805,2.335132919251919,7.533959246021564,4.3177383057724015
0.737659803777933,1.6828569613397122,12.061733345318943,5.665987091366211
0.7144758485257625,2.0435896769165995,7.167301015867834,4.078471343536852
1.1360684303566813,1.9884696535766127,11.314057468159074,5.57948611696324
1.1910225545987485,2.289532220363617,9.481512293375262,4.975883215710507
0.9569671660661696,1.7409641303122045,10.529172357010598,5.294106469782313
0.9041665192693471,2.374440108239651,12.54199098218722,5.762776364026692
1.251358270831406,1.6201118908822538,8.074276031357327,4.699841860491457
1.0016254359856247,2.120392093062401,9.894743736455224,5.044103146808267
0.841969733312726,1.8725978799164296,8.782499133093095,4.67096404179883
0.8354175828397273,2.3998235106468204,8.435896425369483,4.455446220625056
1.013809481076896,1.6446804083883764,13.673314177556131,6.317203319529417
1.2587904607877136,2.145766343176365,9.082958149145089,4.913585771162118
0.8928625136613846,1.897175555676222,10.199419327411356,5.128602484338306
0.946006691083312,2.018181857466698,11.804682035604907,5.62784399753939
1.1988258840516208,1.9638278909027578,7.7492917420143135,4.504452813278332
1.1484949046745896,2.2641335591673855,10.883534057627578,5.396628301425008
0.7081385184079408,1.7163132153451444,9.771659480109951,4.940687492993453
